info @storybook/react v6.1.15
info 
info => Cleaning outputDir /tmp/chromatic--52269-gRr0kOkvSQM6
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/storybook-init-framework-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/preview.js-generated-config-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 876/896 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/hastscript/index.js
<s> [webpack.Progress] 68% building 877/896 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/hastscript/index.js
<s> [webpack.Progress] 68% building 877/897 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/string.prototype.matchall/helpers/RegExpStringIterator.js
<s> [webpack.Progress] 68% building 878/897 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/string.prototype.matchall/helpers/RegExpStringIterator.js
<s> [webpack.Progress] 68% building 879/897 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/string.prototype.matchall/helpers/RegExpStringIterator.js
<s> [webpack.Progress] 68% building 879/898 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/index.js
<s> [webpack.Progress] 68% building 880/898 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/index.js
<s> [webpack.Progress] 68% building 880/899 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/doctrine/lib/utility.js
<s> [webpack.Progress] 68% building 880/900 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/doctrine/lib/typed.js
<s> [webpack.Progress] 68% building 880/901 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/PromiseResolve.js
<s> [webpack.Progress] 68% building 880/902 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/Toolbar.js
<s> [webpack.Progress] 68% building 880/903 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/SpeciesConstructor.js
<s> [webpack.Progress] 68% building 880/904 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/defaultValues/createDefaultValue.js
<s> [webpack.Progress] 68% building 880/905 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/defaultValues/createFromRawDefaultProp.js
<s> [webpack.Progress] 68% building 880/906 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/Set.js
<s> [webpack.Progress] 68% building 880/907 modules 27 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 881/907 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 882/907 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 883/907 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 884/907 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 885/907 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 886/907 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 887/907 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 888/907 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 889/907 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 890/907 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 68% building 891/907 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 69% building 892/907 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 69% building 893/907 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/GetMethod.js
<s> [webpack.Progress] 69% building 893/908 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/client-api/node_modules/qs/lib/index.js
<s> [webpack.Progress] 68% building 893/909 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 894/909 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 895/909 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 69% building 895/910 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/hasIn.js
<s> [webpack.Progress] 69% building 896/910 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/hasIn.js
<s> [webpack.Progress] 69% building 897/910 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/hasIn.js
<s> [webpack.Progress] 69% building 897/911 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Select.js
<s> [webpack.Progress] 69% building 898/911 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Select.js
<s> [webpack.Progress] 69% building 899/911 modules 12 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Select.js
<s> [webpack.Progress] 69% building 900/911 modules 11 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Select.js
<s> [webpack.Progress] 69% building 901/911 modules 10 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Select.js
<s> [webpack.Progress] 69% building 901/912 modules 11 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/flatten.js
<s> [webpack.Progress] 69% building 902/912 modules 10 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/flatten.js
<s> [webpack.Progress] 69% building 903/912 modules 9 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/flatten.js
<s> [webpack.Progress] 69% building 904/912 modules 8 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/flatten.js
<s> [webpack.Progress] 69% building 905/912 modules 7 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/flatten.js
<s> [webpack.Progress] 69% building 905/913 modules 8 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_setToString.js
<s> [webpack.Progress] 69% building 905/914 modules 9 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/alpha/Alpha.js
<s> [webpack.Progress] 69% building 905/915 modules 10 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/common/ColorWrap.js
<s> [webpack.Progress] 69% building 905/916 modules 11 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/twitter/Twitter.js
<s> [webpack.Progress] 69% building 905/917 modules 12 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/google/Google.js
<s> [webpack.Progress] 69% building 905/918 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/slider/Slider.js
<s> [webpack.Progress] 69% building 905/919 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/swatches/Swatches.js
<s> [webpack.Progress] 69% building 905/920 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/sketch/Sketch.js
<s> [webpack.Progress] 68% building 905/921 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/material/Material.js
<s> [webpack.Progress] 68% building 905/922 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/photoshop/Photoshop.js
<s> [webpack.Progress] 68% building 905/923 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/hue/Hue.js
<s> [webpack.Progress] 68% building 905/924 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/github/Github.js
<s> [webpack.Progress] 68% building 905/925 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Radio.js
<s> [webpack.Progress] 68% building 905/926 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_overRest.js
<s> [webpack.Progress] 68% building 906/926 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_overRest.js
<s> [webpack.Progress] 68% building 906/927 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/controls/options/Checkbox.js
<s> [webpack.Progress] 68% building 906/928 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_createCompounder.js
<s> [webpack.Progress] 68% building 906/929 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/doctrine/package.json
<s> [webpack.Progress] 68% building 907/929 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/_createCompounder.js
<s> [webpack.Progress] 68% building 907/930 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-to-primitive/helpers/isPrimitive.js
<s> [webpack.Progress] 68% building 908/930 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-to-primitive/helpers/isPrimitive.js
<s> [webpack.Progress] 68% building 908/931 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/same-value.js
<s> [webpack.Progress] 68% building 909/931 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/same-value.js
<s> [webpack.Progress] 68% building 909/932 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/lodash/upperFirst.js
<s> [webpack.Progress] 68% building 909/933 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/markdown-to-jsx/dist/esm.js
<s> [webpack.Progress] 68% building 909/934 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IsInteger.js
<s> [webpack.Progress] 68% building 910/934 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IsInteger.js
<s> [webpack.Progress] 68% building 911/934 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IsInteger.js
<s> [webpack.Progress] 68% building 912/934 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IsInteger.js
<s> [webpack.Progress] 68% building 912/935 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/is-regex/index.js
<s> [webpack.Progress] 68% building 912/936 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/compact/Compact.js
<s> [webpack.Progress] 68% building 912/937 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/lib/ansi_to_html.js
<s> [webpack.Progress] 68% building 913/937 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ansi-to-html/lib/ansi_to_html.js
<s> [webpack.Progress] 68% building 913/938 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/chrome/Chrome.js
<s> [webpack.Progress] 68% building 913/939 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/circle/Circle.js
<s> [webpack.Progress] 68% building 913/940 modules 27 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 914/940 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 915/940 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 916/940 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 917/940 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 918/940 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 919/940 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 920/940 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 921/940 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 922/940 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 923/940 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 68% building 924/940 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 69% building 925/940 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 69% building 926/940 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 69% building 927/940 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 69% building 928/940 modules 12 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-color/es/components/block/Block.js
<s> [webpack.Progress] 69% building 928/941 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/regexp.prototype.flags/index.js
<s> [webpack.Progress] 69% building 928/942 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/LengthOfArrayLike.js
<s> [webpack.Progress] 69% building 928/943 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/DefinePropertyOrThrow.js
<s> [webpack.Progress] 69% building 929/943 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/DefinePropertyOrThrow.js
<s> [webpack.Progress] 69% building 929/944 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/object-inspect/index.js
<s> [webpack.Progress] 68% building 929/945 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/HasProperty.js
<s> [webpack.Progress] 69% building 930/945 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/HasProperty.js
<s> [webpack.Progress] 69% building 931/945 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/HasProperty.js
<s> [webpack.Progress] 69% building 932/945 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/HasProperty.js
<s> [webpack.Progress] 69% building 932/946 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/array.prototype.map/index.js
<s> [webpack.Progress] 69% building 932/947 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/assert/assert.js
<s> [webpack.Progress] 69% building 933/947 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/assert/assert.js
<s> [webpack.Progress] 69% building 934/947 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/assert/assert.js
<s> [webpack.Progress] 69% building 934/948 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IteratorComplete.js
<s> [webpack.Progress] 69% building 934/949 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/IteratorNext.js
<s> [webpack.Progress] 68% building 934/950 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/2020/AdvanceStringIndex.js
<s> [webpack.Progress] 68% building 934/951 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/iterate-value/index.js
<s> [webpack.Progress] 68% building 934/952 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 68% building 935/952 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 68% building 936/952 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 69% building 937/952 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 69% building 938/952 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 69% building 939/952 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/es-abstract/helpers/getIteratorMethod.js
<s> [webpack.Progress] 69% building 939/953 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 69% building 940/953 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 69% building 940/954 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/types.js
<s> [webpack.Progress] 69% building 941/954 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/components/dist/blocks/ArgsTable/types.js
